attendance,marks,study_hours,distance_from_home,annual_income,previous_marks,backlogs,assignments_completed,participation,dropout
33,61,1,6,105589,97,1,96,9,1
48,81,5,5,635900,40,0,71,1,0
74,49,4,12,147611,42,2,51,9,1
72,95,1,4,643176,79,4,45,3,1
42,30,4,4,905849,48,3,59,1,1
42,87,4,5,816683,73,4,58,7,1
89,73,6,7,308623,62,4,55,3,1
86,35,4,6,931872,67,1,43,8,1
81,79,1,13,528960,32,0,71,2,0
82,49,5,4,314463,94,3,57,4,1
72,43,1,13,374035,64,2,44,2,1
71,34,1,4,848658,65,3,96,4,1
55,70,4,10,434275,67,0,93,1,1
52,69,6,1,424237,68,1,89,5,0
72,63,3,8,805654,54,0,45,3,0
57,74,7,7,604924,93,2,96,9,0
38,56,3,5,652845,42,3,53,4,1
49,73,3,3,347368,97,4,91,6,1
85,62,1,15,997561,99,0,88,9,0
68,62,4,17,580688,30,1,57,2,0
80,73,7,13,445961,83,1,92,7,0
41,49,3,15,364336,38,3,49,3,1
84,65,2,19,276104,65,4,62,1,0
40,36,2,14,592611,66,2,95,9,1
55,61,2,13,805211,88,4,90,9,1
71,96,5,12,536077,50,3,96,4,0
56,68,4,9,921378,49,4,57,9,1
40,53,1,3,674172,30,3,43,7,1
67,99,1,11,932792,88,4,91,4,0
72,83,4,10,425396,57,0,71,2,0
48,67,6,1,853205,85,1,86,5,0
93,61,7,17,665760,38,3,45,8,0
35,74,6,13,659743,94,3,65,6,1
75,90,5,14,652960,65,1,45,5,0
71,99,4,1,628044,63,2,74,4,0
94,82,6,2,335437,61,3,80,6,0
88,80,7,2,993359,95,0,82,3,0
81,85,5,7,319526,54,4,44,2,0
76,56,3,9,694318,80,0,53,1,0
36,67,3,4,682439,92,3,41,9,1
40,91,5,2,658335,74,2,93,1,1
90,47,4,19,293463,55,3,90,4,1
97,93,3,5,367308,50,2,79,6,0
54,59,4,9,395766,80,1,52,9,1
41,78,6,13,922412,53,4,90,4,1
55,70,3,12,708976,41,0,44,7,1
41,42,7,19,778972,40,2,86,7,1
72,63,7,9,178066,56,0,75,6,0
80,54,6,10,299948,52,1,75,9,0
66,95,7,19,291644,62,3,89,7,0
75,47,4,10,450804,67,2,95,3,0
82,34,4,12,208115,84,4,58,6,1
42,48,7,14,657331,99,2,59,7,1
83,71,2,8,746174,71,3,61,7,0
86,47,5,16,702119,58,3,70,6,1
33,61,1,17,316855,63,4,80,3,1
78,50,5,4,166250,86,4,86,6,0
36,39,7,6,532038,32,1,83,2,1
40,66,4,12,290496,35,0,43,1,1
83,78,4,18,690633,77,2,42,8,0
74,42,5,7,283950,93,1,76,3,0
52,84,4,5,588896,42,0,64,8,0
57,46,6,10,342591,65,1,88,3,1
86,38,3,6,185898,99,4,76,2,1
55,73,4,14,862717,62,4,98,8,1
54,75,7,6,525618,86,3,43,3,1
83,37,7,14,190034,84,2,92,8,0
58,66,5,12,718211,42,2,78,2,1
65,48,5,12,634561,80,2,46,4,1
43,92,5,8,518246,82,1,46,9,0
64,75,7,10,676748,65,1,88,1,0
59,55,2,16,472947,34,2,64,2,1
46,75,7,8,886228,54,3,54,2,1
96,75,6,9,176939,66,0,46,9,0
59,43,7,13,573789,48,1,86,5,1
74,92,6,17,250111,64,2,91,4,0
80,32,7,19,114017,63,4,43,4,1
76,57,7,17,182901,83,1,73,7,0
82,58,2,7,737288,75,0,93,3,0
93,47,6,1,925647,35,1,84,9,0
67,64,2,14,899015,30,0,83,5,0
93,76,6,17,409169,63,0,81,9,0
36,34,2,13,799614,85,1,58,1,1
51,88,2,2,157943,55,0,86,8,0
70,88,6,14,764874,71,1,88,2,0
39,76,2,1,269488,67,1,92,8,0
86,42,7,5,625799,55,3,77,4,1
36,62,6,7,182151,88,4,66,2,1
79,91,2,19,590341,53,0,44,2,0
81,45,7,14,807254,50,1,92,6,0
62,73,7,14,648513,89,0,99,3,0
30,87,5,15,514062,49,1,97,3,1
82,35,1,5,129152,35,1,52,9,1
89,44,6,5,992485,96,1,98,5,0
63,33,2,2,166107,39,4,85,7,1
33,85,5,18,748675,41,0,95,5,1
46,93,1,9,781548,51,4,53,2,1
33,97,2,10,423054,91,4,69,8,1
72,63,1,18,341608,90,4,86,9,0
33,85,6,4,142530,46,4,87,2,1
30,61,7,8,440897,39,3,49,2,1
79,38,7,18,141999,41,0,71,4,1
90,92,1,17,106609,69,0,40,8,0
64,62,7,16,814129,52,1,63,5,0
37,50,3,18,802757,69,0,68,5,0
53,84,4,7,603793,79,4,82,7,1
65,86,7,1,411466,39,2,46,4,0
79,31,3,1,891583,33,0,70,9,0
72,42,6,18,630694,30,2,56,4,1
56,33,6,4,424822,72,3,69,8,1
61,79,1,4,671350,34,1,64,3,0
47,77,7,6,835789,63,1,67,6,0
57,59,7,3,788316,95,1,75,1,1
58,58,7,6,735665,53,3,46,7,1
45,37,5,13,415974,43,4,74,7,0
76,41,2,7,303753,70,2,95,2,1
88,70,4,4,859591,71,0,59,5,0
60,55,7,1,329975,42,4,53,4,0
33,79,2,6,637421,58,1,89,9,0
66,31,5,5,374353,94,1,89,2,0
46,84,6,13,471972,75,4,95,3,1
68,85,4,19,867981,63,2,69,1,0
77,43,3,4,351061,92,4,95,5,1
75,35,6,6,349336,33,3,40,3,1
77,90,6,13,323573,57,1,77,4,0
68,41,1,5,436825,30,2,80,4,1
33,42,5,13,868021,65,0,64,6,1
59,48,1,10,940777,42,1,73,7,1
59,73,1,3,929017,34,4,47,7,1
51,88,2,13,921070,43,2,95,8,0
95,66,6,12,644933,61,1,59,3,0
41,54,5,4,904840,79,0,69,5,0
65,45,1,10,112521,56,0,43,6,1
47,67,3,3,973846,64,4,60,6,1
82,72,4,17,485664,32,3,66,8,0
30,43,7,9,924653,33,4,49,5,1
87,35,5,1,200131,36,2,62,5,1
35,52,2,18,776446,32,4,72,1,1
99,89,5,9,379067,88,2,50,1,0
73,41,6,9,706049,30,3,80,6,1
53,42,2,2,893634,57,4,58,5,1
48,35,4,19,457819,88,0,50,6,1
47,92,3,16,585693,82,2,43,9,1
59,67,1,3,792566,39,2,62,8,1
71,79,5,16,210443,32,0,44,7,0
62,81,2,13,635506,36,4,92,7,0
41,69,4,3,407836,38,3,88,6,1
56,37,1,10,283761,98,1,89,6,1
68,90,7,18,721436,42,4,44,1,1
38,37,4,6,368860,69,4,57,7,1
50,63,3,6,880736,91,2,56,5,0
58,89,1,18,378232,91,2,97,7,0
62,86,1,6,655289,39,3,42,6,1
91,75,7,6,598338,40,3,82,8,0
44,51,1,13,515800,91,3,88,3,1
31,69,2,14,493166,85,0,97,8,0
81,74,1,7,890718,78,1,47,7,0
73,84,4,13,235811,45,1,95,1,0
83,80,2,15,130158,38,3,79,3,1
47,34,1,12,986825,62,2,62,4,1
32,42,4,1,629893,64,1,62,9,1
36,57,4,3,156492,68,4,41,6,1
72,91,5,18,598342,54,0,96,7,1
67,53,4,8,103321,85,2,78,5,0
66,36,7,2,799901,77,0,60,3,0
87,67,6,4,854880,39,4,91,5,0
62,66,3,18,596405,70,1,63,7,0
88,97,1,13,898602,88,0,92,9,0
40,71,7,15,680333,57,0,77,9,0
97,34,1,2,843588,70,0,59,8,1
97,93,1,10,590226,95,4,89,5,0
51,79,4,2,352985,80,2,99,7,0
95,44,4,12,996972,91,2,78,4,0
73,82,1,5,779174,59,4,99,5,0
35,54,6,12,354599,69,0,89,4,0
71,38,2,1,725389,69,0,66,3,1
54,67,2,2,362962,98,3,83,1,1
86,51,3,16,108434,91,1,78,5,0
84,78,5,2,483638,44,1,46,2,0
45,97,7,16,811513,32,2,72,6,0
43,44,3,16,654859,53,4,68,5,1
68,94,1,6,402838,70,0,49,2,0
57,83,7,13,980858,92,1,49,8,1
80,59,1,12,218792,77,4,51,5,0
78,49,1,10,145485,90,4,42,2,1
38,62,5,5,767429,77,0,42,1,1
87,36,4,8,157198,76,4,52,2,1
74,37,5,6,722604,85,1,84,1,1
51,57,3,5,451114,37,3,70,3,1
61,74,4,6,172928,47,1,66,3,0
98,40,4,17,509318,52,3,45,1,1
98,60,3,6,449942,98,4,66,7,0
71,41,4,17,152290,94,1,74,7,0
82,80,7,5,746952,75,0,99,9,0
88,73,2,17,354628,95,4,86,5,0
68,79,3,17,636054,98,0,48,4,0
44,46,3,13,974679,51,3,92,5,1
58,64,2,7,113292,94,2,45,8,1
32,30,5,6,317295,41,2,45,8,1
39,58,5,14,802991,48,3,79,4,1
58,80,5,16,356817,51,2,65,8,0
64,93,4,3,608906,84,4,82,4,0
35,33,2,9,172944,91,4,58,4,1
41,57,7,15,468590,80,1,55,8,0
67,45,3,18,134533,77,4,80,2,1
48,92,3,10,967205,46,2,62,4,1
96,82,3,10,224433,42,0,50,1,0
37,46,4,3,498994,57,1,55,1,1
37,69,4,1,659347,96,0,68,8,0
76,42,6,3,484562,34,2,77,4,0
33,81,7,5,235938,89,0,98,6,0
80,87,5,7,960397,44,2,88,5,0
96,66,6,3,684949,73,4,87,6,0
74,90,6,4,929784,75,1,59,4,0
37,63,4,17,472195,58,3,60,4,1
45,99,5,3,974805,97,2,67,7,0
96,46,5,4,281808,78,4,89,1,1
38,49,3,2,134075,72,0,72,9,1
89,88,4,14,593605,97,4,89,3,0
44,98,5,5,716219,49,0,79,4,0
70,62,6,2,837311,47,0,65,9,0
51,46,2,15,328594,93,0,93,5,1
53,86,2,11,648392,78,0,49,4,0
73,30,4,10,952259,71,1,73,6,0
30,42,3,1,693510,41,0,48,1,1
39,56,3,19,341955,65,1,95,1,0
85,99,5,14,494858,37,3,75,5,0
79,88,7,14,983445,57,1,50,5,0
41,35,4,1,949277,89,0,49,9,1
89,52,7,9,320758,78,3,85,1,0
55,39,2,17,108769,67,4,46,3,1
70,80,6,14,719657,87,1,90,3,0
65,48,5,13,562661,34,4,77,4,1
52,80,6,13,150375,75,3,55,7,1
72,97,7,6,112268,31,1,90,7,0
35,71,5,7,241916,54,0,65,5,0
98,86,1,2,436318,30,1,71,9,0
72,97,6,8,816123,98,0,70,7,0
54,67,4,6,989109,69,2,90,2,0
47,91,6,3,766593,97,1,71,3,1
91,36,6,18,348339,98,1,84,7,0
42,79,5,18,916928,98,4,51,5,1
72,81,2,6,511022,45,4,66,7,0
57,55,7,11,795686,83,3,96,9,1
47,55,1,3,178807,92,0,61,9,0
88,48,6,16,794873,47,4,54,3,1
89,38,7,5,807121,46,3,47,8,1
92,90,7,2,905897,33,0,43,6,0
86,49,2,15,532718,38,0,91,4,0
80,79,3,16,763610,60,0,47,4,0
85,51,1,7,684791,34,2,62,4,0
56,42,1,16,862314,45,0,92,7,1
61,41,7,4,121310,71,3,55,6,1
38,39,5,16,354740,70,0,87,2,1
97,94,6,17,884487,59,0,73,5,0
75,59,3,2,492445,55,3,61,5,0
96,37,5,16,346501,78,1,88,6,0
55,50,4,4,979950,60,0,62,7,0
37,51,2,7,656494,79,3,96,8,1
35,47,2,18,109764,44,4,44,8,1
53,95,5,6,286668,81,3,76,5,1
77,77,7,18,340269,67,2,83,2,0
74,73,2,7,334099,67,4,46,8,0
42,38,6,2,320651,89,1,76,6,1
98,96,2,19,596723,49,1,65,3,0
54,83,6,9,234048,73,3,99,4,1
49,55,4,4,238498,92,3,67,1,1
95,55,3,14,650998,79,0,43,3,0
74,63,1,5,927819,51,0,88,4,0
76,37,5,7,540686,83,2,71,2,1
92,39,5,8,237558,38,0,77,6,0
84,77,6,15,794618,44,3,85,8,0
48,84,4,19,474562,77,3,48,6,1
64,83,4,11,347704,49,0,75,3,0
82,69,7,4,384767,64,2,65,9,0
55,44,1,18,385950,96,3,50,4,1
43,47,3,14,355223,89,2,59,6,1
74,52,5,6,738450,63,3,92,4,0
73,91,6,16,260229,83,2,87,4,0
94,75,4,18,629809,41,2,87,2,0
80,68,5,1,899323,48,2,87,2,0
72,44,6,8,706619,55,0,77,2,0
52,82,2,1,122474,52,1,54,2,1
85,93,5,1,781867,62,2,74,8,0
48,92,3,19,110687,86,2,48,4,1
84,45,6,10,722838,59,3,72,4,1
89,99,3,18,504225,52,1,50,3,0
88,95,5,12,450906,65,3,61,5,0
62,42,2,17,712772,72,3,45,4,1
48,76,3,1,986907,95,2,95,7,0
57,38,4,8,406435,82,4,76,7,1
81,92,6,10,148296,89,1,96,6,0
78,63,5,10,606796,66,3,96,7,0
66,58,2,18,615182,90,4,99,7,0
55,66,4,9,664513,82,4,89,8,1
69,72,5,2,580854,41,3,60,1,0
67,93,7,3,134828,64,2,51,3,0
83,53,2,2,529318,96,0,46,3,0
51,63,4,6,342463,67,3,41,5,1
45,77,3,12,920144,53,2,78,7,0
57,41,5,19,388967,69,1,80,6,1
64,52,5,15,977806,94,2,63,4,0
89,42,3,19,442318,86,4,65,6,1
74,74,7,12,400196,74,1,64,7,0
75,94,1,18,909697,42,1,59,4,0
84,76,4,16,452431,35,0,79,8,0
55,87,3,2,928444,76,0,80,5,0
54,34,5,11,373060,73,3,81,3,1
94,34,4,12,487606,61,2,83,2,0
35,89,7,5,961477,32,3,41,1,1
52,50,4,6,800892,83,0,81,4,0
93,53,1,11,589854,67,4,74,2,1
72,47,5,10,540875,33,0,72,3,1
52,50,2,4,189860,46,2,56,1,1
59,83,1,9,848839,66,4,97,6,1
47,39,1,12,666922,65,3,61,4,1
50,53,2,10,853997,87,3,40,5,1
86,89,2,14,457623,70,0,76,8,0
52,86,7,5,174992,37,0,69,4,1
74,52,7,1,373513,96,3,85,6,0
73,51,1,5,905761,59,3,45,3,1
76,97,4,16,309826,81,1,80,8,0
69,63,3,5,448844,54,2,93,3,0
80,99,3,5,727248,81,1,53,7,0
71,57,1,18,112410,88,1,75,7,0
36,68,4,6,260802,59,3,72,3,1
79,71,2,18,495881,96,2,77,3,0
77,52,6,10,268775,33,3,78,8,0
35,99,1,15,559167,86,1,92,3,1
38,31,5,11,330083,92,1,45,2,1
86,53,4,19,779532,61,3,65,5,0
60,46,5,13,626972,80,0,63,7,0
50,94,5,3,566246,92,0,72,8,0
69,99,1,16,382031,30,3,47,1,1
74,98,4,7,776186,48,4,83,2,0
78,89,5,12,933211,64,4,82,7,0
49,79,7,15,430239,92,0,73,9,0
46,41,7,8,817648,55,2,73,3,1
57,76,4,17,534121,42,1,63,8,1
70,96,3,1,824867,52,2,41,3,0
95,94,6,8,227510,64,0,47,4,0
54,56,5,14,725549,41,3,92,2,1
87,77,5,10,680356,38,4,64,9,0
70,91,4,19,380257,96,0,96,5,0
35,73,7,8,405005,73,2,69,5,0
67,48,6,19,964919,90,2,71,4,0
35,88,3,4,912049,50,0,95,5,0
74,37,5,10,984762,36,1,69,1,1
43,84,1,3,495799,40,2,96,6,1
95,76,7,4,322236,74,1,46,4,0
69,31,4,16,388394,61,1,87,4,0
32,68,4,4,627343,65,3,63,5,1
53,74,7,13,434481,66,0,93,1,1
48,61,5,17,227615,70,0,48,4,1
